athlete_id,athlete_name,gender,age,country_code,country,continent,year,city,host_country,season,sport,event,medal
3549,Elena Young,F,19,DEN,Denmark,Europe,1964,Tokyo,Japan,Summer,Football,Football,Gold
3550,Elena Johnson,F,28,ITA,Italy,Europe,1980,Lake Placid,USA,Winter,Speed Skating,Speed Skating Giant Slalom,Bronze
3551,Kwame Young,M,18,ROM,Romania,Europe,1994,Lillehammer,Norway,Winter,Skiing,Skiing Downhill,Gold
3552,Mei Brown,F,39,GER,Germany,Europe,1900,Paris,France,Summer,Cycling,Omnium,Silver
3553,Sven Allen,M,20,SVK,Slovakia,Europe,1960,Rome,Italy,Summer,Swimming,100m Butterfly,Silver
3554,Steven Scott,M,24,NED,Netherlands,Europe,1936,Garmisch,Germany,Winter,Freestyle Skiing,Freestyle Skiing Team,Bronze
3555,Maria Brown,F,36,AUS,Australia,Oceania,1984,Los Angeles,USA,Summer,Swimming,200m Breaststroke,Gold
3556,Emma Taylor,F,27,NZL,New Zealand,Oceania,1964,Tokyo,Japan,Summer,Canoe,Canoe Sprint,Bronze
3557,Mei Lee,F,20,CUB,Cuba,North America,1932,Los Angeles,USA,Summer,Cycling,Time Trial,Silver
3558,Lars Rodriguez,M,19,NED,Netherlands,Europe,1972,Sapporo,Japan,Winter,Luge,Luge Slalom,Silver
3559,Lars Jackson,M,32,USA,United States,North America,1992,Barcelona,Spain,Summer,Athletics,20km Walk,Bronze
3560,Lisa Williams,F,23,GRE,Greece,Europe,1956,Melbourne,Australia,Summer,Cycling,Mountain Bike,Bronze
3561,Anna Davis,F,31,COL,Colombia,South America,1998,Nagano,Japan,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Silver
3562,Pierre Carter,M,37,AZE,Azerbaijan,Europe,1900,Paris,France,Summer,Football,Football,Gold
3563,Elena Hill,F,22,GER,Germany,Europe,1964,Innsbruck,Austria,Winter,Ski Jumping,Ski Jumping Super-G,Gold
3564,James Hill,M,39,AZE,Azerbaijan,Europe,2022,Beijing,China,Winter,Luge,Luge Sprint,Silver
3565,Alexei Martin,M,34,CAN,Canada,North America,1936,Garmisch,Germany,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Silver
3566,Pierre Young,M,37,FIN,Finland,Europe,1988,Calgary,Canada,Winter,Biathlon,Biathlon Super-G,Silver
3567,Sarah Hernandez,F,31,KEN,Kenya,Africa,1924,Paris,France,Summer,Athletics,High Jump,Bronze
3568,Mark Garcia,M,17,ESP,Spain,Europe,1952,Oslo,Norway,Winter,Bobsled,Bobsled Team,Silver
3569,Aisha Martin,F,39,JAM,Jamaica,North America,1906,Athens,Greece,Summer,Athletics,5000m,Bronze
3570,Olga Brown,F,36,NOR,Norway,Europe,1980,Moscow,Russia,Summer,Archery,Individual Recurve,Gold
3571,Ingrid Brown,F,40,NZL,New Zealand,Oceania,1992,Albertville,France,Winter,Bobsled,Bobsled Giant Slalom,Gold
3572,Diego White,M,35,KEN,Kenya,Africa,1998,Nagano,Japan,Winter,Ski Jumping,Ski Jumping Individual,Silver
3573,Svetlana Jones,F,25,AZE,Azerbaijan,Europe,1968,Grenoble,France,Winter,Freestyle Skiing,Freestyle Skiing Slalom,Bronze
3574,Aisha Davis,F,33,CUB,Cuba,North America,2006,Turin,Italy,Winter,Nordic Combined,Nordic Combined Sprint,Gold
3575,Thomas Jones,M,30,COL,Colombia,South America,1908,London,Great Britain,Summer,Cycling,BMX Freestyle,Gold
3576,Yuki Brown,M,24,CUB,Cuba,North America,2012,London,Great Britain,Summer,Fencing,Foil Individual,Gold
3577,Steven Green,M,19,KOR,South Korea,Asia,1984,Sarajevo,Yugoslavia,Winter,Speed Skating,Speed Skating Sprint,Bronze
3578,Alexei Jackson,M,40,NED,Netherlands,Europe,1988,Seoul,South Korea,Summer,Boxing,69kg,Bronze
3579,Lucia Johnson,F,23,USA,United States,North America,2008,Beijing,China,Summer,Gymnastics,Rhythmic Gymnastics,Gold
3580,Chiara Walker,F,23,POR,Portugal,Europe,1984,Sarajevo,Yugoslavia,Winter,Snowboard,Snowboard Team,Bronze
3581,Mei Young,F,36,ARG,Argentina,South America,1896,Athens,Greece,Summer,Tennis,Mixed Doubles,Silver
3582,Ingeborg Davis,F,38,USA,United States,North America,1932,Los Angeles,USA,Summer,Swimming,100m Freestyle,Gold
3583,Fatima Adams,F,23,ITA,Italy,Europe,1976,Innsbruck,Austria,Winter,Skiing,Skiing Slalom,Silver
3584,Elena White,F,19,TUR,Turkey,Asia,2016,Rio de Janeiro,Brazil,Summer,Athletics,Heptathlon,Silver
3585,Mohammed Miller,M,40,AUS,Australia,Oceania,1896,Athens,Greece,Summer,Table Tennis,Team,Bronze
3586,Lucia Carter,F,27,ESP,Spain,Europe,1948,St. Moritz,Switzerland,Winter,Ski Jumping,Ski Jumping Mass Start,Silver
3587,Anna Carter,F,28,POL,Poland,Europe,1928,Amsterdam,Netherlands,Summer,Canoe,Canoe Slalom,Gold
3588,Pierre Wilson,M,30,AUS,Australia,Oceania,1976,Montreal,Canada,Summer,Football,Football,Bronze
3589,Jessica Lewis,F,23,KOR,South Korea,Asia,2012,London,Great Britain,Summer,Table Tennis,Team,Silver
3590,Yuna Smith,F,33,RSA,South Africa,Africa,1920,Antwerp,Belgium,Summer,Wrestling,Greco-Roman 60kg,Silver
3591,Alexei Scott,M,22,SUI,Switzerland,Europe,1964,Tokyo,Japan,Summer,Badminton,Singles,Silver
3592,Sven Martinez,M,22,CAN,Canada,North America,2010,Vancouver,Canada,Winter,Speed Skating,Speed Skating Individual,Bronze
3593,Elena Lopez,F,28,ZIM,Zimbabwe,Africa,1964,Innsbruck,Austria,Winter,Biathlon,Biathlon Mass Start,Silver
3594,Pierre Allen,M,18,ETH,Ethiopia,Africa,1936,Berlin,Germany,Summer,Rowing,Single Sculls,Gold
3595,Thomas Martinez,M,27,AUT,Austria,Europe,2002,Salt Lake City,USA,Winter,Speed Skating,Speed Skating Sprint,Bronze
3596,Lucia Thompson,F,22,IRN,Iran,Asia,1936,Garmisch,Germany,Winter,Biathlon,Biathlon Downhill,Silver
3597,Jessica Walker,F,33,JAM,Jamaica,North America,1900,Paris,France,Summer,Shooting,Trap,Bronze
3598,Rebecca Harris,F,33,NOR,Norway,Europe,1980,Lake Placid,USA,Winter,Skeleton,Skeleton Individual,Gold
3599,Lauren Harris,F,37,SWE,Sweden,Europe,1900,Paris,France,Summer,Shooting,Skeet,Silver
3600,David Carter,M,39,POL,Poland,Europe,2008,Beijing,China,Summer,Cycling,Time Trial,Gold
3601,Yuna Garcia,F,35,RSA,South Africa,Africa,2000,Sydney,Australia,Summer,Boxing,81kg,Gold
3602,John Miller,M,34,RSA,South Africa,Africa,1904,St. Louis,USA,Summer,Shooting,10m Air Rifle,Bronze
3603,Hans Wilson,M,24,ARG,Argentina,South America,1972,Sapporo,Japan,Winter,Ice Hockey,Ice Hockey Sprint,Bronze
3604,Lars Nelson,M,30,IRN,Iran,Asia,1932,Lake Placid,USA,Winter,Skiing,Skiing Team,Silver
3605,Lauren Scott,F,32,UKR,Ukraine,Europe,1998,Nagano,Japan,Winter,Skiing,Skiing Slalom,Bronze
3606,Lauren Brown,F,35,ETH,Ethiopia,Africa,1948,St. Moritz,Switzerland,Winter,Cross-Country Skiing,Cross-Country Skiing Slalom,Silver
3607,Anna Garcia,F,19,FRA,France,Europe,1928,St. Moritz,Switzerland,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Bronze
3608,Chiara Davis,F,32,BEL,Belgium,Europe,2024,Paris,France,Summer,Football,Football,Bronze
3609,Mei White,F,18,USA,United States,North America,1994,Lillehammer,Norway,Winter,Curling,Curling Team,Bronze
3610,Ahmed Jackson,M,19,BEL,Belgium,Europe,2018,PyeongChang,South Korea,Winter,Freestyle Skiing,Freestyle Skiing Super-G,Gold
3611,Elena Allen,F,30,ESP,Spain,Europe,1928,St. Moritz,Switzerland,Winter,Snowboard,Snowboard Slalom,Gold
3612,Mei Adams,F,22,TUR,Turkey,Asia,1968,Grenoble,France,Winter,Snowboard,Snowboard Mass Start,Bronze
3613,Ivan Anderson,M,28,NOR,Norway,Europe,1908,London,Great Britain,Summer,Gymnastics,Uneven Bars,Bronze
3614,Lucia Lopez,F,18,IRN,Iran,Asia,1906,Athens,Greece,Summer,Weightlifting,75kg,Silver
3615,Ingeborg Jackson,F,23,ITA,Italy,Europe,1932,Lake Placid,USA,Winter,Ski Jumping,Ski Jumping Sprint,Silver
3616,Jessica Williams,F,24,IND,India,Asia,1924,Paris,France,Summer,Cycling,Time Trial,Gold
3617,Elena Carter,F,37,CUB,Cuba,North America,1956,Melbourne,Australia,Summer,Canoe,Canoe Sprint,Silver
3618,Yuna Rodriguez,F,32,MEX,Mexico,North America,2010,Vancouver,Canada,Winter,Speed Skating,Speed Skating Super-G,Bronze
3619,Hans Garcia,M,20,AZE,Azerbaijan,Europe,1968,Grenoble,France,Winter,Cross-Country Skiing,Cross-Country Skiing Pursuit,Bronze
3620,Nina Davis,F,40,KOR,South Korea,Asia,1936,Berlin,Germany,Summer,Canoe,Canoe Sprint,Silver
3621,Alexei Jones,M,26,TUR,Turkey,Asia,2018,PyeongChang,South Korea,Winter,Speed Skating,Speed Skating Team,Bronze
3622,Anna Thomas,F,21,NGR,Nigeria,Africa,2010,Vancouver,Canada,Winter,Cross-Country Skiing,Cross-Country Skiing Mass Start,Bronze
3623,Jessica Carter,F,23,ITA,Italy,Europe,1932,Lake Placid,USA,Winter,Luge,Luge Individual,Silver
3624,Yuna Davis,F,26,NOR,Norway,Europe,1960,Squaw Valley,USA,Winter,Speed Skating,Speed Skating Team,Silver
3625,Diego Wright,M,16,TUR,Turkey,Asia,1964,Innsbruck,Austria,Winter,Figure Skating,Figure Skating Individual,Bronze
3626,Mohammed Young,M,36,GRE,Greece,Europe,1968,Mexico City,Mexico,Summer,Table Tennis,Team,Bronze
3627,Svetlana Garcia,F,20,SVK,Slovakia,Europe,2000,Sydney,Australia,Summer,Judo,100kg,Bronze
3628,Hans Jackson,M,30,UZB,Uzbekistan,Asia,1904,St. Louis,USA,Summer,Archery,Team Recurve,Silver
3629,Lisa Jones,F,32,BEL,Belgium,Europe,1998,Nagano,Japan,Winter,Ski Jumping,Ski Jumping Team,Gold
3630,Sarah Wright,F,30,HUN,Hungary,Europe,1936,Berlin,Germany,Summer,Canoe,Canoe Slalom,Bronze
3631,Chris Johnson,M,38,COL,Colombia,South America,1924,Chamonix,France,Winter,Biathlon,Biathlon Slalom,Bronze
3632,Mark Davis,M,39,POR,Portugal,Europe,1932,Los Angeles,USA,Summer,Judo,73kg,Bronze
3633,Yuna Thomas,F,37,RUS,Russia,Europe,1994,Lillehammer,Norway,Winter,Curling,Curling Pursuit,Bronze
3634,Alexei Davis,M,19,ZIM,Zimbabwe,Africa,1948,London,Great Britain,Summer,Football,Football,Bronze
3635,Katarina Smith,F,20,JPN,Japan,Asia,2016,Rio de Janeiro,Brazil,Summer,Judo,90kg,Gold
3636,Kwame Robinson,M,38,ESP,Spain,Europe,2004,Athens,Greece,Summer,Shooting,50m Rifle 3 Positions,Silver
3637,Lisa Rodriguez,F,37,ITA,Italy,Europe,1968,Grenoble,France,Winter,Bobsled,Bobsled Team,Silver
3638,Hans Lewis,M,25,ETH,Ethiopia,Africa,1952,Helsinki,Finland,Summer,Athletics,Decathlon,Gold
3639,Nina Robinson,F,17,HUN,Hungary,Europe,1994,Lillehammer,Norway,Winter,Curling,Curling Team,Bronze
3640,Thomas Walker,M,32,AUS,Australia,Oceania,1924,Chamonix,France,Winter,Speed Skating,Speed Skating Super-G,Gold
3641,Lauren Garcia,F,26,JAM,Jamaica,North America,2000,Sydney,Australia,Summer,Gymnastics,Floor Exercise,Gold
3642,Hans Walker,M,23,GBR,Great Britain,Europe,2010,Vancouver,Canada,Winter,Snowboard,Snowboard Sprint,Bronze
3643,Thomas Baker,M,40,TUR,Turkey,Asia,1964,Innsbruck,Austria,Winter,Luge,Luge Downhill,Silver
3644,Mark Miller,M,34,RSA,South Africa,Africa,1936,Garmisch,Germany,Winter,Figure Skating,Figure Skating Giant Slalom,Gold
3645,Steven Robinson,M,35,TUR,Turkey,Asia,1996,Atlanta,USA,Summer,Archery,Team Recurve,Gold
3646,Marco Jackson,M,32,RUS,Russia,Europe,1952,Helsinki,Finland,Summer,Wrestling,Freestyle 97kg,Silver
3647,Mark White,M,23,ZIM,Zimbabwe,Africa,1968,Grenoble,France,Winter,Figure Skating,Figure Skating Pursuit,Silver
3648,Emma Hill,F,39,DEN,Denmark,Europe,1964,Tokyo,Japan,Summer,Weightlifting,63kg,Silver
3649,Steven Adams,M,25,ETH,Ethiopia,Africa,2014,Sochi,Russia,Winter,Ski Jumping,Ski Jumping Super-G,Gold
3650,Sarah Hernandez,F,26,CZE,Czech Republic,Europe,1964,Innsbruck,Austria,Winter,Snowboard,Snowboard Sprint,Silver
3651,Isabella Adams,F,21,ROM,Romania,Europe,1936,Berlin,Germany,Summer,Fencing,Foil Individual,Bronze
3652,Svetlana Johnson,F,31,TUR,Turkey,Asia,1984,Los Angeles,USA,Summer,Canoe,Canoe Slalom,Gold
3653,Nina Carter,F,22,ETH,Ethiopia,Africa,1988,Calgary,Canada,Winter,Luge,Luge Downhill,Gold
3654,Fatima King,F,17,NZL,New Zealand,Oceania,2022,Beijing,China,Winter,Cross-Country Skiing,Cross-Country Skiing Slalom,Gold
3655,Diego Nelson,M,17,HUN,Hungary,Europe,2018,PyeongChang,South Korea,Winter,Curling,Curling Giant Slalom,Bronze
3656,Fatima Martinez,F,22,CZE,Czech Republic,Europe,1960,Rome,Italy,Summer,Shooting,25m Pistol,Bronze
3657,Lucia Young,F,32,COL,Colombia,South America,2008,Beijing,China,Summer,Canoe,Canoe Slalom,Silver
3658,Lars Davis,M,29,SUI,Switzerland,Europe,1992,Barcelona,Spain,Summer,Archery,Individual Compound,Silver
3659,Sofia Miller,F,35,AUS,Australia,Oceania,2004,Athens,Greece,Summer,Athletics,Long Jump,Gold
3660,Nina Hall,F,19,KAZ,Kazakhstan,Asia,1900,Paris,France,Summer,Rowing,Four,Silver
3661,Svetlana Rodriguez,F,16,DEN,Denmark,Europe,2022,Beijing,China,Winter,Bobsled,Bobsled Downhill,Gold
3662,John Walker,M,37,DEN,Denmark,Europe,1984,Sarajevo,Yugoslavia,Winter,Nordic Combined,Nordic Combined Giant Slalom,Silver
3663,Chris White,M,22,AZE,Azerbaijan,Europe,2000,Sydney,Australia,Summer,Judo,90kg,Silver
3664,Fatima Clark,F,16,ROM,Romania,Europe,1994,Lillehammer,Norway,Winter,Freestyle Skiing,Freestyle Skiing Downhill,Gold
3665,Carlos Robinson,M,31,BEL,Belgium,Europe,1998,Nagano,Japan,Winter,Bobsled,Bobsled Downhill,Gold
3666,Mei Green,F,18,NED,Netherlands,Europe,1924,Chamonix,France,Winter,Cross-Country Skiing,Cross-Country Skiing Mass Start,Bronze
3667,Maria Rodriguez,F,17,ITA,Italy,Europe,1928,St. Moritz,Switzerland,Winter,Bobsled,Bobsled Slalom,Gold
3668,Mei Young,F,38,IRN,Iran,Asia,2002,Salt Lake City,USA,Winter,Cross-Country Skiing,Cross-Country Skiing Pursuit,Bronze
3669,Ahmed Martin,M,36,ARG,Argentina,South America,1932,Los Angeles,USA,Summer,Basketball,3x3 Basketball,Bronze
3670,Yuki Jackson,M,37,BEL,Belgium,Europe,1998,Nagano,Japan,Winter,Speed Skating,Speed Skating Pursuit,Silver
3671,Diego Miller,M,16,CHN,China,Asia,1980,Lake Placid,USA,Winter,Bobsled,Bobsled Pursuit,Gold
3672,Lauren White,F,18,TUR,Turkey,Asia,1972,Sapporo,Japan,Winter,Curling,Curling Downhill,Gold
3673,Hans King,M,38,ESP,Spain,Europe,2012,London,Great Britain,Summer,Judo,63kg,Silver
3674,Carlos Allen,M,28,RUS,Russia,Europe,1984,Los Angeles,USA,Summer,Basketball,3x3 Basketball,Gold
3675,Katarina Martinez,F,25,NOR,Norway,Europe,1906,Athens,Greece,Summer,Rowing,Lightweight Double Sculls,Gold
3676,Chiara Martin,F,39,NZL,New Zealand,Oceania,1996,Atlanta,USA,Summer,Canoe,Canoe Slalom,Gold
3677,Steven Lee,M,22,AZE,Azerbaijan,Europe,1920,Antwerp,Belgium,Summer,Archery,Individual Recurve,Silver
3678,Steven Wilson,M,30,IND,India,Asia,2002,Salt Lake City,USA,Winter,Luge,Luge Team,Silver
3679,Elena Allen,F,29,SUI,Switzerland,Europe,1956,Melbourne,Australia,Summer,Shooting,25m Rapid Fire Pistol,Gold
3680,Emma Hill,F,38,FIN,Finland,Europe,1964,Innsbruck,Austria,Winter,Figure Skating,Figure Skating Downhill,Bronze
3681,Mei Lee,F,41,NGR,Nigeria,Africa,1988,Seoul,South Korea,Summer,Canoe,Canoe Slalom,Bronze
3682,Jessica Lewis,F,20,JPN,Japan,Asia,1952,Helsinki,Finland,Summer,Judo,63kg,Gold
3683,Steven Wright,M,40,BRA,Brazil,South America,1972,Sapporo,Japan,Winter,Nordic Combined,Nordic Combined Slalom,Silver
3684,David Smith,M,24,ETH,Ethiopia,Africa,1976,Montreal,Canada,Summer,Football,Football,Silver
3685,Sofia Lewis,F,35,AUS,Australia,Oceania,1968,Grenoble,France,Winter,Skeleton,Skeleton Super-G,Gold
3686,Diego White,M,36,CHN,China,Asia,1956,Melbourne,Australia,Summer,Gymnastics,Pommel Horse,Gold
3687,Mark Williams,M,34,GBR,Great Britain,Europe,1994,Lillehammer,Norway,Winter,Snowboard,Snowboard Individual,Silver
3688,Marco Martinez,M,23,ARG,Argentina,South America,1964,Tokyo,Japan,Summer,Basketball,3x3 Basketball,Bronze
3689,Katarina Young,F,36,MEX,Mexico,North America,1948,St. Moritz,Switzerland,Winter,Bobsled,Bobsled Pursuit,Silver
3690,Ahmed Williams,M,29,HUN,Hungary,Europe,1948,London,Great Britain,Summer,Fencing,Epee Individual,Bronze
3691,Sarah Baker,F,30,GBR,Great Britain,Europe,2002,Salt Lake City,USA,Winter,Freestyle Skiing,Freestyle Skiing Individual,Bronze
3692,Lisa Miller,F,29,ZIM,Zimbabwe,Africa,1912,Stockholm,Sweden,Summer,Gymnastics,Floor Exercise,Bronze
3693,Alexei Davis,M,18,JAM,Jamaica,North America,2004,Athens,Greece,Summer,Canoe,Canoe Slalom,Bronze
3694,Lucia Jones,F,28,FIN,Finland,Europe,1956,Cortina,Italy,Winter,Curling,Curling Pursuit,Silver
3695,Mei Johnson,F,32,AUS,Australia,Oceania,2008,Beijing,China,Summer,Judo,48kg,Silver
3696,Katarina Walker,F,28,SVK,Slovakia,Europe,2008,Beijing,China,Summer,Tennis,Mixed Doubles,Bronze
3697,Yuki Rodriguez,M,27,ESP,Spain,Europe,1928,Amsterdam,Netherlands,Summer,Canoe,Canoe Sprint,Bronze
3698,Lars Anderson,M,24,MEX,Mexico,North America,1992,Barcelona,Spain,Summer,Volleyball,Volleyball,Bronze
3699,Lars Thomas,M,34,USA,United States,North America,1936,Garmisch,Germany,Winter,Nordic Combined,Nordic Combined Pursuit,Silver
3700,Yuna Mitchell,F,37,JPN,Japan,Asia,1972,Munich,Germany,Summer,Judo,+78kg,Bronze
3701,Robert Green,M,22,CUB,Cuba,North America,1972,Munich,Germany,Summer,Boxing,56kg,Silver
3702,Yuna White,F,30,NGR,Nigeria,Africa,1964,Innsbruck,Austria,Winter,Skiing,Skiing Mass Start,Bronze
3703,Fatima King,F,21,ARG,Argentina,South America,1992,Barcelona,Spain,Summer,Gymnastics,Parallel Bars,Silver
3704,Sarah Anderson,F,19,IRN,Iran,Asia,1956,Melbourne,Australia,Summer,Wrestling,Freestyle 57kg,Bronze
3705,Robert Green,M,27,IND,India,Asia,1936,Garmisch,Germany,Winter,Ski Jumping,Ski Jumping Giant Slalom,Bronze
3706,Mei Robinson,F,31,BEL,Belgium,Europe,2002,Salt Lake City,USA,Winter,Nordic Combined,Nordic Combined Downhill,Gold
3707,David Lewis,M,16,GER,Germany,Europe,1936,Berlin,Germany,Summer,Gymnastics,Vault,Bronze
3708,Lisa Lewis,F,33,BEL,Belgium,Europe,1964,Tokyo,Japan,Summer,Rowing,Four,Gold
3709,John Lopez,M,38,ESP,Spain,Europe,1994,Lillehammer,Norway,Winter,Curling,Curling Giant Slalom,Bronze
3710,Mohammed Scott,M,41,GRE,Greece,Europe,1992,Albertville,France,Winter,Bobsled,Bobsled Super-G,Silver
3711,Olga Scott,F,26,CAN,Canada,North America,2006,Turin,Italy,Winter,Freestyle Skiing,Freestyle Skiing Team,Gold
3712,Alexei White,M,22,GRE,Greece,Europe,1964,Innsbruck,Austria,Winter,Skeleton,Skeleton Super-G,Gold
3713,Lars Williams,M,33,IRN,Iran,Asia,1992,Barcelona,Spain,Summer,Cycling,Team Sprint,Bronze
3714,Fatima Moore,F,22,BRA,Brazil,South America,1906,Athens,Greece,Summer,Rowing,Double Sculls,Bronze
3715,Lars Carter,M,19,ZIM,Zimbabwe,Africa,1992,Albertville,France,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Silver
3716,Robert Hill,M,21,RUS,Russia,Europe,1988,Calgary,Canada,Winter,Skeleton,Skeleton Pursuit,Silver
3717,Chris Hall,M,18,ETH,Ethiopia,Africa,1928,Amsterdam,Netherlands,Summer,Badminton,Singles,Gold
3718,Kim Brown,F,27,UKR,Ukraine,Europe,1932,Lake Placid,USA,Winter,Figure Skating,Figure Skating Team,Gold
3719,Chris Martinez,M,41,HUN,Hungary,Europe,1956,Cortina,Italy,Winter,Figure Skating,Figure Skating Individual,Gold
3720,Kwame Allen,M,17,AUS,Australia,Oceania,1972,Sapporo,Japan,Winter,Skeleton,Skeleton Giant Slalom,Silver
3721,Sofia Allen,F,26,COL,Colombia,South America,1994,Lillehammer,Norway,Winter,Curling,Curling Mass Start,Bronze
3722,Claire Wilson,F,26,CUB,Cuba,North America,2022,Beijing,China,Winter,Nordic Combined,Nordic Combined Downhill,Bronze
3723,Lauren Garcia,F,35,KOR,South Korea,Asia,2010,Vancouver,Canada,Winter,Ice Hockey,Ice Hockey Team,Silver
3724,Ahmed Davis,M,16,USA,United States,North America,1928,Amsterdam,Netherlands,Summer,Swimming,400m Individual Medley,Bronze
3725,James Scott,M,16,UZB,Uzbekistan,Asia,2010,Vancouver,Canada,Winter,Luge,Luge Downhill,Bronze
3726,Alexei Taylor,M,28,JPN,Japan,Asia,1924,Chamonix,France,Winter,Ice Hockey,Ice Hockey Mass Start,Silver
3727,Hans Lewis,M,36,KOR,South Korea,Asia,2020,Tokyo,Japan,Summer,Table Tennis,Singles,Bronze
3728,Sarah Scott,F,20,ROM,Romania,Europe,1968,Mexico City,Mexico,Summer,Boxing,75kg,Gold
3729,Michael Johnson,M,39,ROM,Romania,Europe,1996,Atlanta,USA,Summer,Shooting,Double Trap,Silver
3730,Maria Moore,F,31,COL,Colombia,South America,1988,Calgary,Canada,Winter,Figure Skating,Figure Skating Sprint,Bronze
3731,David Smith,M,21,KAZ,Kazakhstan,Asia,1996,Atlanta,USA,Summer,Tennis,Singles,Gold
3732,Mei Moore,F,35,KEN,Kenya,Africa,1998,Nagano,Japan,Winter,Freestyle Skiing,Freestyle Skiing Slalom,Silver
3733,Kwame Lewis,M,20,SUI,Switzerland,Europe,2018,PyeongChang,South Korea,Winter,Figure Skating,Figure Skating Giant Slalom,Gold
3734,Sven Hill,M,26,KAZ,Kazakhstan,Asia,1952,Oslo,Norway,Winter,Bobsled,Bobsled Sprint,Bronze
3735,Yuki Williams,M,41,NZL,New Zealand,Oceania,1900,Paris,France,Summer,Wrestling,Greco-Roman 130kg,Silver
3736,Lucia Lewis,F,16,NED,Netherlands,Europe,1988,Seoul,South Korea,Summer,Athletics,5000m,Silver
3737,Ingeborg Nelson,F,17,NZL,New Zealand,Oceania,1976,Innsbruck,Austria,Winter,Speed Skating,Speed Skating Slalom,Gold
3738,Ingrid Thompson,F,29,AUT,Austria,Europe,1948,St. Moritz,Switzerland,Winter,Cross-Country Skiing,Cross-Country Skiing Team,Gold
3739,Maria Harris,F,41,IRN,Iran,Asia,1904,St. Louis,USA,Summer,Weightlifting,105kg,Bronze
3740,Ingrid Lewis,F,39,ARG,Argentina,South America,1988,Seoul,South Korea,Summer,Badminton,Mixed Doubles,Silver
3741,Sven Brown,M,28,GER,Germany,Europe,2004,Athens,Greece,Summer,Canoe,Canoe Sprint,Silver
3742,John Jackson,M,18,SVK,Slovakia,Europe,1998,Nagano,Japan,Winter,Ice Hockey,Ice Hockey Sprint,Bronze
3743,Isabella Hernandez,F,37,IND,India,Asia,1964,Innsbruck,Austria,Winter,Skiing,Skiing Mass Start,Gold
3744,Isabella Thompson,F,19,KOR,South Korea,Asia,2012,London,Great Britain,Summer,Taekwondo,49kg,Bronze
3745,Mohammed Martinez,M,38,CUB,Cuba,North America,1992,Barcelona,Spain,Summer,Fencing,Sabre Team,Silver
3746,Steven Robinson,M,27,ESP,Spain,Europe,1908,London,Great Britain,Summer,Taekwondo,58kg,Silver
3747,Chiara Allen,F,18,SVK,Slovakia,Europe,1924,Chamonix,France,Winter,Curling,Curling Pursuit,Silver
3748,Sarah Adams,F,31,JPN,Japan,Asia,1936,Berlin,Germany,Summer,Swimming,100m Butterfly,Silver
3749,Nina Walker,F,41,NZL,New Zealand,Oceania,1980,Lake Placid,USA,Winter,Ski Jumping,Ski Jumping Giant Slalom,Bronze
3750,Ivan Anderson,M,21,ESP,Spain,Europe,2000,Sydney,Australia,Summer,Wrestling,Greco-Roman 97kg,Bronze
3751,Steven Lee,M,20,MEX,Mexico,North America,1984,Sarajevo,Yugoslavia,Winter,Skiing,Skiing Team,Gold
3752,Lucia Lopez,F,37,DEN,Denmark,Europe,1904,St. Louis,USA,Summer,Football,Football,Silver
3753,Nina Adams,F,24,CHN,China,Asia,1996,Atlanta,USA,Summer,Badminton,Mixed Doubles,Gold
3754,Mei Rodriguez,F,34,ROM,Romania,Europe,1976,Innsbruck,Austria,Winter,Speed Skating,Speed Skating Mass Start,Gold
3755,Hans Clark,M,18,AUT,Austria,Europe,1912,Stockholm,Sweden,Summer,Cycling,Omnium,Silver
3756,Lars Mitchell,M,32,TUR,Turkey,Asia,2002,Salt Lake City,USA,Winter,Ski Jumping,Ski Jumping Super-G,Silver
3757,Robert Martinez,M,37,KEN,Kenya,Africa,1952,Helsinki,Finland,Summer,Archery,Team Compound,Bronze
3758,Isabella Wilson,F,26,DEN,Denmark,Europe,1964,Innsbruck,Austria,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Bronze
3759,Yuna Garcia,F,26,DEN,Denmark,Europe,1998,Nagano,Japan,Winter,Biathlon,Biathlon Slalom,Bronze
3760,Svetlana Young,F,40,GER,Germany,Europe,1968,Grenoble,France,Winter,Bobsled,Bobsled Super-G,Silver
3761,Chiara Johnson,F,23,FIN,Finland,Europe,1924,Paris,France,Summer,Canoe,Canoe Slalom,Gold
3762,John Hall,M,17,ARG,Argentina,South America,1988,Calgary,Canada,Winter,Figure Skating,Figure Skating Super-G,Gold
3763,Svetlana Taylor,F,36,JAM,Jamaica,North America,2022,Beijing,China,Winter,Skiing,Skiing Team,Gold
3764,Diego Carter,M,25,IRN,Iran,Asia,1952,Helsinki,Finland,Summer,Wrestling,Freestyle 74kg,Gold
3765,Darius Scott,M,34,CZE,Czech Republic,Europe,1976,Innsbruck,Austria,Winter,Luge,Luge Downhill,Silver
3766,Michael White,M,24,ARG,Argentina,South America,1972,Munich,Germany,Summer,Swimming,200m Freestyle,Gold
3767,Sofia Martin,F,23,GER,Germany,Europe,1956,Melbourne,Australia,Summer,Archery,Individual Recurve,Silver
3768,Olga Clark,F,19,NZL,New Zealand,Oceania,2016,Rio de Janeiro,Brazil,Summer,Table Tennis,Team,Silver
